Event ,County ,District ,Division ,Date ,Place,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Victims ,Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Damages in roads Mts ,Comments,Responder: military ,Responder: police ,Responder: Red Cross ,Responder: MOSP ,Responder: Nairobi Fire Brigade ,Responder: KPLC ,Responder: UNICEF ,Responder: Saint John Ambulance ,Responder: IRC ,Other Responders ,House: Iron Sheet ,House: Wooden ,House: Mud ,House: Grass Thatched ,House: Tent ,Coordinate Info,County_GIS,Constituency_GIS,County Centriod
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Mwina-Lazima A,,,,70,,,,,,0,0,,yes,,0,,70 House hold were affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Mwina-Salama B,,,,30,,,,,,0,0,,yes,,0,,30 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Ndera-Balatiro,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Ndera-Bahati A,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Ndera-Bahati B,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,MURANG'A,MURANGA,KAHURO,01/03/2011 12:00:00 AM,,,,,,,,20175,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.737555204, 36.98205783)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Ndera-Bahati C,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Shirikisho-Matomba,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Shirikisho-Matomba,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Shirikisho-Matomba,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Shirikisho-Umoja,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Galili-Ferry,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Galili-Wolkon,,,,91,,,,,,0,0,,yes,,0,,91 household were affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Galili-Tianaga,,,,41,,,,,,0,0,,yes,,0,,41 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Bilisa-Korlabe A,,,,176,,,,,,0,0,,yes,,0,,176 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Bilisa-Korlabe B,,,,165,,,,,,0,0,,,,0,,165 Household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Bilisa-Korlabe C,,,,180,,,,,,0,0,,yes,,0,,180 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Miyesa,,,,147,,,,,,0,0,,yes,,0,,147 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Kiomo Ngumu,,,,35,,,,,,0,0,,yes,,0,,35 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Gelwa Marembo,,,,54,,,,,,0,0,,yes,,0,,54 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,GARSEN,05/30/2012 12:00:00 AM,Dobale,,,,193,,,,,,0,0,,yes,,0,,193 household affected.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.389469196, 39.59916346)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,KIAMBU,THIKA,GATANGA,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,GATANGA,04/03/2011 12:00:00 AM,,,,,,,,50892,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,GATANGA,01/04/2010 12:00:00 AM,Gatanga,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOK, AMIRAN",NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,GATUNDU,01/03/2011 12:00:00 AM,Kieni Huruma IDP camp,,,,,,,,,,0,0,,,,0,,803 Households affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,MURANG'A,MURANGA,KAHURO,04/03/2011 12:00:00 AM,,,,,,,,20000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.737555204, 36.98205783)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
DROUGHT,KIAMBU,THIKA,GATUNDU,01/03/2011 12:00:00 AM,Mangu Integrated IDPs,,,,,,,,,,0,0,,,,0,,359 Families affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,GATUNDU,04/03/2011 12:00:00 AM,,,,,,,,8338,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,GATUNDU,04/03/2011 12:00:00 AM,Gatundu North,,,,,,,23081,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,GATUNDU,08/02/2009 12:00:00 AM,Gatundu South,,,,,,,39794,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
EXTREME RAINS,KIAMBU,THIKA,GATUNDU,06/30/2012 12:00:00 AM,Gatundu,,,,,,,,,,0,0,,yes,,0,,"Amount of food required maize 76000,beans 46000,rice 25340 and oil 90090.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
EXTREME RAINS,KIAMBU,THIKA,GATUNDU,06/30/2012 12:00:00 AM,Gatundu north,,,,,,16000,,,,0,0,,yes,,0,,Amount of food required maize 29000.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,KIAMBU,THIKA,GATUNDU,04/30/2013 12:00:00 AM,Gatundu north,,,,,,,,,,0,0,,yes,,0,,"food crops were swept, earth roads were made impassable, culverts destroyed, swamps were flooded, water projects were damaged, IDP camps and[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ministry of agriculture, ministry of health, ministry of public works",NA,NA,NA,NA,NA,"(-0.982753903, 36.84079276)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,NAKURU,NAKURU,GILGIL,03/20/2011 12:00:00 AM,Kiambogo trading centre,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.496574384, 36.23514144)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
DROUGHT,NAKURU,NAKURU,GILGIL,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.496574384, 36.23514144)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
FLOOD,NAKURU,NAKURU,GILGIL,05/13/2012 12:00:00 AM,NGONDI TRADING CENTRE,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.496574384, 36.23514144)",NAKURU,SUBUKIA,"(-0.46367543171, 36.07847909420)"
DROUGHT,KIAMBU,KIAMBU,GITHUNGURI,04/03/2011 12:00:00 AM,,,,,,,,7500,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.04794128, 36.78517316)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
EXTREME RAINS,KIAMBU,KIAMBU,GITHUNGURI,06/30/2012 12:00:00 AM,Githunguri,,,,,,14760,,,,0,0,,yes,,0,,"Amount of food required maize-1500,beans-600 and oil 200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.04794128, 36.78517316)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
EXTREME RAINS,KIAMBU,KIAMBU,GITHUNGURI,06/30/2012 12:00:00 AM,Githunguri,,,,,,14760,,,,0,0,,yes,,0,,"A mount of food required maize-1500,beans-600 and oil 200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.04794128, 36.78517316)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,KIAMBU,KIAMBU,GITHUNGURI,05/16/2010 12:00:00 AM,Kwari Village,,,,2,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(-1.04794128, 36.78517316)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,KIAMBU,KIAMBU,GITHUNGURI,04/30/2013 12:00:00 AM,Kiambu Sub-County,,,,,,,1075,1075,,0,0,,yes,,0,,"215 households,a police and chief post were affected,families living downstream were exposed to risk of waterborne diseases. Families and the police[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.04794128, 36.78517316)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,KIAMBU,KIAMBU,GITHUNGURI,04/30/2013 12:00:00 AM,Githunguri,290,,,,,,,,,0,0,,yes,,0,,"Roads were made impasssible, food crops affected, risks of malaria outbreak anticipated and livestock were lost.",NA,NA,NA,NA,NA,NA,NA,NA,NA,ministry of agriculture,NA,NA,NA,NA,NA,"(-1.04794128, 36.78517316)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,WAJIR,Wajir North,GRIFTU,09/03/2011 12:00:00 AM,Wajir West,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.878125201, 39.48198607)",WAJIR,WAJIR WEST,"(1.80813762380, 40.03498563960)"
FLOOD,WAJIR,Wajir North,GURAR,02/14/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.257731624, 39.74131159)",WAJIR,WAJIR WEST,"(1.80813762380, 40.03498563960)"
FLOOD,HOMA BAY,SUBA,GWASSI,04/18/2012 12:00:00 AM,Nyabura village Seka sub-loc,2,,,,,3,,,,0,0,,,,0,,"maize,bananas and cassava plants swept away and roads are impassable",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.704324998, 34.13735449)",HOMA BAY,RANGWE,"(-0.54280939416, 34.35899686870)"
DROUGHT,WAJIR,Wajir North,HABASWEIN,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.857595595, 39.81887379)",WAJIR,WAJIR WEST,"(1.80813762380, 40.03498563960)"
DROUGHT,WAJIR,Wajir North,HABASWEIN,01/08/2009 12:00:00 AM,Abakole,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.857595595, 39.81887379)",WAJIR,WAJIR WEST,"(1.80813762380, 40.03498563960)"
FLOOD,WAJIR,Wajir North,HADADO,07/11/2008 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.502746551, 39.49596475)",WAJIR,WAJIR WEST,"(1.80813762380, 40.03498563960)"
FLOOD,MANDERA,MANDERA,HARERI,07/11/2008 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.718956157, 41.28245988)",MANDERA,MANDERA SOUTH,"(3.43646948803, 40.73881016670)"
LANDSLIDE,MERU,MERU NORTH,IGEMBE CENTRAL,12/31/2002 12:00:00 AM,Maua,4,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.227394783, 37.92068357)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,MERU,MERU NORTH,IGEMBE EAST,04/26/2009 12:00:00 AM,"Kiengu-Anchenge, Andu Vosio village",,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.248176637, 38.02373776)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,MERU,MERU NORTH,IGEMBE NORTH,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.37161144, 37.81853648)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,MERU,MERU NORTH,IGEMBE SOUTH,01/08/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.133672809, 37.98601429)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,MERU,MERU NORTH,IGEMBE SOUTH,08/04/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.133672809, 37.98601429)",MERU,NORTH IMENTI,"(0.16677924134, 37.76403705420)"
DROUGHT,GARISSA,IJARA,IJARA,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.582067931, 40.54081569)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
DROUGHT,GARISSA,IJARA,IJARA,01/08/2009 12:00:00 AM,Ijara - Bulla-Golol village,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.582067931, 40.54081569)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
FLOOD,GARISSA,IJARA,IJARA,11/11/2008 12:00:00 AM,Ijara-Garsen Road,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.582067931, 40.54081569)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
DROUGHT,KITUI,KITUI,IKUTHA,09/04/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-2.455895565, 38.4842857)",KITUI,KITUI EAST,"(-1.49103853075, 38.40692101580)"
FLOOD,MOMBASA,MOMBASA,ISLAND,02/18/2011 12:00:00 AM,Makupa,1,4,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.024685907, 39.66429644)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
EPIDEMIC,MOMBASA,MOMBASA,ISLAND,02/15/2010 12:00:00 AM,Mombasa,,,,,,,15,,,0,0,,Yes,,0,,"Local community was using contaminated water from shallow wells, latrine coverage is lower in the informal settlements, defecation into the ocean is[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.024685907, 39.66429644)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
EPIDEMIC,MOMBASA,MOMBASA,ISLAND,02/19/2010 12:00:00 AM,Kilindini,1,,,,,,6,,,0,0,,Yes,,0,,"Shallow wells, collapsed water sewer system seeping underground and resurfacing as a 'spring', poor sanitation standards, poor personal hygiene[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.024685907, 39.66429644)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
DROUGHT,MOMBASA,MOMBASA,ISLAND,09/03/2011 12:00:00 AM,,,,,,,,30000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.024685907, 39.66429644)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
DROUGHT,MOMBASA,MOMBASA,ISLAND,01/08/2009 12:00:00 AM,Kilindini,,,,,,,219546,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.024685907, 39.66429644)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
FLOOD,MOMBASA,MOMBASA,ISLAND,01/06/2008 12:00:00 AM,"Majengo Ya Simba, Sparki A and B, Tudor and Mburukenge",1,,,200,,,300,,,0,0,,,,0,,Person killed as a result of a Nakumatt wall collapsed on him,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-4.024685907, 39.66429644)",MOMBASA,KISAUNI,"(-4.02125621973, 39.65088270260)"
DROUGHT,GARISSA,GARISSA,JARAJILA,09/03/2011 12:00:00 AM,Fafi,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.431733341, 40.38594356)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
DROUGHT,GARISSA,GARISSA,JARAJILA,01/08/2009 12:00:00 AM,Fafi,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.431733341, 40.38594356)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
DROUGHT,GARISSA,GARISSA,JARAJILA,01/04/2010 12:00:00 AM,Fafi,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOK, AMIRAN",NA,NA,NA,NA,NA,"(-0.431733341, 40.38594356)",GARISSA,BALAMBALA,"(-0.48891034483, 40.19927853780)"
THUNDERSTORM,KAKAMEGA,KAKAMEGA,KABRAS,06/29/2011 12:00:00 AM,Chochoro Location,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.47049071, 34.83310488)",KAKAMEGA,SHINYALU,"(0.40368346399, 34.74451115300)"
LANDSLIDE,MURANG'A,MURANGA,KAHURO,03/11/2009 12:00:00 AM,"Gathaithi sublocation of Kahuho division, Nyagathia village",1,,,,1,,,,,0,0,,,,0,,Juvenile was buried alive after the family's kitchen was swept off by the mass of earth. The slide was triggered by rapid saturation of the soil[...],NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.737555204, 36.98205783)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
MUDSLIDE,MURANG'A,MURANGA,KAHURO,01/10/2009 12:00:00 AM,Murarandia location,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.737555204, 36.98205783)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
EXTREME RAINS,MURANG'A,MURANGA,KAHURO,06/30/2012 12:00:00 AM,Kahuro,,,,,,16000,,,,0,0,,yes,,0,,Amount of food required maize-3895.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.737555204, 36.98205783)",MURANG'A,MATHIOYA,"(-0.80959053649, 37.03272252330)"
FLOOD,TURKANA,TURKANA,KAINUK,06/01/2010 12:00:00 AM,Nakwamoru Irrigation Scheme,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(2.070760644, 35.53582207)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
DROUGHT,MAKUENI,MAKUENI,KAITI,01/05/2010 12:00:00 AM,IUANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.758211749, 37.47395889)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,KAITI,01/05/2010 12:00:00 AM,KILALA,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.758211749, 37.47395889)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,KAITI,01/05/2010 12:00:00 AM,KIVANI,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.758211749, 37.47395889)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
DROUGHT,MAKUENI,MAKUENI,KAITI,01/05/2010 12:00:00 AM,KEE,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-1.758211749, 37.47395889)",MAKUENI,KIBWEZI WEST,"(-2.15768410007, 37.78824557250)"
THUNDERSTORM,KAKAMEGA,KAKAMEGA,KAKAMEGA MUNICIPALITY,06/26/2011 12:00:00 AM,Shiunzu village,1,1,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.287430743, 34.75002316)",KAKAMEGA,SHINYALU,"(0.40368346399, 34.74451115300)"
